chunk_id,tree_node_id,global_problem_id,node_role,node_type,chunk_text,chunk_word_count
chunk::problem_codeforces_2219_E::648,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"\forall i,j\ge 0. $$$$$$ The rightmost figure is $$$u+w$$$, where the three issues around $$$w_{9, 6}$$$ are now fixed. The key observation is that our transformation only affects the region of the board below the diagonal, and below and to the left of $$$(9,6)$$$. In general, we will do as follows: iterate over the points $$$(i_0, j_0)$$$ of the diagonal with $$$w_{i_0, j_0} = 0$$$. For each we do as follows. If $$$i_0 \ge j_0$$$, as in the example, we flip $$$w_{i_0, j_0}$$$ and add to $$$w$$$ the pattern $$$$$$",90
chunk::problem_codeforces_2219_E::720,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"$$$i_0 \ge j_0$$$, as in the example, we flip $$$w_{i_0, j_0}$$$ and add to $$$w$$$ the pattern $$$$$$ u_{i_0+1+a, j_0+b} = \binom{a}{b}\pmod 2 $$$$$$ for each $$$a,b$$$ with $$$0\le b\le a$$$ for which $$$(i_0+1+a, j_0+b)$$$ lies in the grid. If $$$i_0 \lt j_0$$$, we add a similar pattern above and to the right of $$$(i_0, j_0)$$$. Formally, if $$$i_0 \lt j_0$$$, we flip $$$w_{i_0, j_0}$$$ and add to $$$w$$$ the pattern $$$$$$ u_{i_0+a, j_0+1+b} = \binom{b}{a}\pmod 2 $$$$$$ for each $$$0\le a\le b$$$ for which $$$(i_0+a, j_0+1+b)$$$ lies in the",90
chunk::problem_codeforces_2219_E::792,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"u_{i_0+a, j_0+1+b} = \binom{b}{a}\pmod 2 $$$$$$ for each $$$0\le a\le b$$$ for which $$$(i_0+a, j_0+1+b)$$$ lies in the grid. After the procedure is over, $$$w$$$ is a valid grid. Note that naively implementing the above is $$$O(n^3)$$$, which won't pass. We take care of implementation at the end of the solution. Claim. After the process, $$$w$$$ has density at least $$$0.3$$$. Proof. We actually do not have a formal proof of this fact. We instead give the intuition behind the claim and an heuristic ""proof"". By our construction, the cells",90
chunk::problem_codeforces_2219_E::864,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"fact. We instead give the intuition behind the claim and an heuristic ""proof"". By our construction, the cells $$$(i,j)$$$ with $$$i,j\ge n/2$$$ have been left unchanged, so the density is still $$$2/3$$$ among those cells. For the rest of cells with $$$i+j\ge n-1$$$, one can a priori guess the density will be at least around $$$1/2$$$. Hence, the final density should be around $$$$$$ \frac{1}{2}\cdot \frac{\frac{1}{2} + \frac{2}{3}}{2} = \frac{7}{24} \approx 0.292. $$$$$$ In practise, the final density happens to be slightly larger than $$$7/24$$$, of about $$$3/10$$$. The following",90
chunk::problem_codeforces_2219_E::936,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"$$$$$$ In practise, the final density happens to be slightly larger than $$$7/24$$$, of about $$$3/10$$$. The following figures showcase our construction for $$$N = 512$$$ and $$$N = 700$$$. In the middle square, as said, we get $$$2/3$$$ density. The bottom left and top right triangles expand following a fractal. First, let us look at the $$$512$$$ (power of two) case. Here, the density should be exactly $$$0.3$$$. Why? If $$$d$$$ is the density of the bottom-left (or top right) triangles, then we should have something like $$$$$$ f",90
chunk::problem_codeforces_2219_E::1008,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"is the density of the bottom-left (or top right) triangles, then we should have something like $$$$$$ f = \frac{1}{4}\left(f + f + \frac{2}{3} + \frac{1}{4}(f + f + 0 + f)\right), $$$$$$ where the first two summands are for to left and top subtriangles, the third summand is for the central triangle, and the final summand is for the bottom right subtriangle. Solving the equation yields $$$f = 8/15$$$. Thus, the density of the whole grid is $$$$$$ \frac{1}{2}\left(f + \frac{2}{3}\right) = \frac{10}{30}. $$$$$$ In the $$$n = 700$$$",90
chunk::problem_codeforces_2219_E::1080,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"density of the whole grid is $$$$$$ \frac{1}{2}\left(f + \frac{2}{3}\right) = \frac{10}{30}. $$$$$$ In the $$$n = 700$$$ (not power of two) case, the fractal gets cut off. However, intuitively, the density should be larger than $$$0.3$$$, since the extra part that you gain between $$$n = 512$$$ and $$$n = 700$$$ is very dense. This also holds in practise: our construction is denser than $$$0.3$$$ whenever $$$n$$$ is far from being a power of two. Finally, let us look at implementation. We already said the naive $$$O(n^3)$$$ will not",90
chunk::problem_codeforces_2219_E::1152,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"a power of two. Finally, let us look at implementation. We already said the naive $$$O(n^3)$$$ will not pass, we will do the job in $$$O(n^2)$$$. Define a vector $$$s$$$ which is $$$1$$$ at positions $$$(i_0+1,j_0)$$$ where $$$(i_0,j_0)$$$ is a zero on the diagonal with $$$i_0\ge j_0$$$, and at positions $$$(i_0,j_0+1)$$$ where $$$(i_0,j_0)$$$ is a zero on the diagonal with $$$i_0 \gt j_0$$$, and let $$$s$$$ be $$$0$$$ everywhere else. Note that these points where $$$s$$$ is $$$1$$$ are the peaks of the pascal triangles we're adding to $$$w$$$ in",90
chunk::problem_codeforces_2219_E::1224,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"these points where $$$s$$$ is $$$1$$$ are the peaks of the pascal triangles we're adding to $$$w$$$ in our construction. Now, we propagate in $$$s$$$ the Pascal triangle recurrence downward and to the left from the position $$$(i_0+1,j_0)$$$ with lowest $$$i_0$$$, and upward to the right from the position $$$(i_0, j_0+1)$$$ with highest $$$i_0$$$. After this is done, $$$s$$$ is exactly the same as the sum of all the $$$u$$$ vectors we're adding in our construction. Thus adding $$$s$$$ to $$$w$$$ and flipping the zeros on the diagonal of $$$w$$$",90
chunk::problem_codeforces_2219_E::1296,problem::codeforces_2219_E,codeforces_2219_E,PROBLEM,PROBLEM,"adding in our construction. Thus adding $$$s$$$ to $$$w$$$ and flipping the zeros on the diagonal of $$$w$$$ results in our construction, and is $$$O(n^2)$$$.",25
chunk::problem_codeforces_2220_A::0,problem::codeforces_2220_A,codeforces_2220_A,PROBLEM,PROBLEM,"Blocked A. Blocked time limit per test 1 second memory limit per test 256 megabytes input standard input output standard output Given an array $$$a$$$ of integers of size $$$n$$$, we say that a position $$$1 \le i \le n$$$ is blocked if $$$a_i$$$ can be expressed as the sum of a subset of $$$a_1, a_2, \ldots, a_{i-1}$$$ (i.e. there exist $$$1 \le j_1 \lt j_2 \lt \ldots \lt j_k \le i-1$$$ such that $$$a_{j_1} + a_{j_2} + \ldots + a_{j_k} = a_i$$$). Reorder $$$a$$$ so that no position is",90
chunk::problem_codeforces_2220_A::72,problem::codeforces_2220_A,codeforces_2220_A,PROBLEM,PROBLEM,"such that $$$a_{j_1} + a_{j_2} + \ldots + a_{j_k} = a_i$$$). Reorder $$$a$$$ so that no position is blocked or report that it is impossible. For example, reordering the array [$$$3, 2, 5$$$] to [$$$2, 3, 5$$$] makes position $$$3$$$ blocked, since we can express $$$5 = 2 + 3$$$, but if we reorder it to [$$$3, 5, 2$$$], no position is blocked. Hint1: What happens when there are two equal elements? Solution: If there are two equal elements in $$$a$$$, one of them will be blocked . Otherwise, sort",90
chunk::problem_codeforces_2220_A::144,problem::codeforces_2220_A,codeforces_2220_A,PROBLEM,PROBLEM,"Solution: If there are two equal elements in $$$a$$$, one of them will be blocked . Otherwise, sort $$$a$$$ decreasing.",20
chunk::problem_codeforces_2220_B::0,problem::codeforces_2220_B,codeforces_2220_B,PROBLEM,PROBLEM,"OIE Excursion B. OIE Excursion time limit per test 1 second memory limit per test 256 megabytes input standard input output standard output Hector is on an excursion with the Spanish Olympiad in Informatics, visiting A Coruña, but he is desperate to sneak away to meet his friends Gustavo, Esomer, and Dani. To do so, he must cross a path guarded by $$$n$$$ volunteers standing in a row, numbered from $$$1$$$ to $$$n$$$; the $$$i$$$-th volunteer watches over position $$$i$$$. Each volunteer has an internal timer. Initially (at second $$$0$$$),",90
chunk::problem_codeforces_2220_B::72,problem::codeforces_2220_B,codeforces_2220_B,PROBLEM,PROBLEM,"$$$n$$$; the $$$i$$$-th volunteer watches over position $$$i$$$. Each volunteer has an internal timer. Initially (at second $$$0$$$), the $$$i$$$-th volunteer's timer has a value $$$a_i$$$. Every second, all timers increase by $$$1$$$. Once a timer reaches $$$m$$$, it wraps around to $$$0$$$. Specifically, at second $$$x$$$, the $$$i$$$-th volunteer's timer shows the value $$$(a_i + x) \pmod m$$$. The $$$i$$$-th volunteer is only watching over position $$$i$$$ when their timer is exactly $$$0$$$. At any other time, they are distracted and will not notice Hector. Hector starts at position",90
chunk::problem_codeforces_2220_B::144,problem::codeforces_2220_B,codeforces_2220_B,PROBLEM,PROBLEM,"exactly $$$0$$$. At any other time, they are distracted and will not notice Hector. Hector starts at position $$$0$$$, to the left of all volunteers. To escape, he must reach position $$$n+1$$$. In the end of each second, Hector can choose to stay in his current position, move one position to the left, or move one position to the right. Note that Hector can't go to the left of position $$$0$$$. Hector is caught if and only if, at the beginning of a second, he is at position $$$i$$$ ($$$1",90
chunk::problem_codeforces_2220_B::216,problem::codeforces_2220_B,codeforces_2220_B,PROBLEM,PROBLEM,"is caught if and only if, at the beginning of a second, he is at position $$$i$$$ ($$$1 \le i \le n$$$) and the $$$i$$$-th volunteer's timer is $$$0$$$. Determine whether there exists a strategy for Hector to pass all volunteers and escape without being caught. Solution: If there exists a contiguous subarray of equal values with length ≥ m, it is impossible to escape. This is because crossing such a block requires at least m seconds, and each position will look in direction 0 at least once in any",90
chunk::problem_codeforces_2220_B::288,problem::codeforces_2220_B,codeforces_2220_B,PROBLEM,PROBLEM,"requires at least m seconds, and each position will look in direction 0 at least once in any m consecutive seconds. Otherwise, escape is possible. We can think of the array as consecutive blocks of equal values, each of length < m. For each block, there exists a window of time shorter than m during which none of its positions are looking at 0. By waiting outside the block until this safe window, Hector can cross it without being caught. Since two consecutive blocks have different values, their dangerous moments",90
chunk::problem_codeforces_2220_B::360,problem::codeforces_2220_B,codeforces_2220_B,PROBLEM,PROBLEM,"window, Hector can cross it without being caught. Since two consecutive blocks have different values, their dangerous moments never coincide, and this strategy can be repeated for all blocks.",29
chunk::content_codeforces_2219_A_01_STATEMENT::0,content::codeforces_2219_A_01_STATEMENT,codeforces_2219_A,CONTENT,STATEMENT,"A. Grid L time limit per test 2 seconds memory limit per test 256 megabytes input standard input output standard output Roger has $$$p$$$ unit-length segments and $$$q$$$ L-shaped pieces, each formed by joining two unit-length segments at a right angle. He wants to use all of these pieces, with no piece left unused, to form a grid of dimensions $$$n \times m$$$. Given $$$p$$$ and $$$q$$$, determine whether there exist positive integers $$$n$$$ and $$$m$$$ such that an $$$n \times m$$$ grid can be formed using exactly $$$p$$$ unit-length",90
chunk::content_codeforces_2219_A_01_STATEMENT::72,content::codeforces_2219_A_01_STATEMENT,codeforces_2219_A,CONTENT,STATEMENT,"integers $$$n$$$ and $$$m$$$ such that an $$$n \times m$$$ grid can be formed using exactly $$$p$$$ unit-length segments and $$$q$$$ L-shaped pieces, possibly rotating them, and provide any valid $$$n$$$ and $$$m$$$.",33
chunk::content_codeforces_2219_B1_01_STATEMENT::0,content::codeforces_2219_B1_01_STATEMENT,codeforces_2219_B1,CONTENT,STATEMENT,"B1. Unique Values (Easy version) time limit per test 2 seconds memory limit per test 256 megabytes input standard input output standard output The difference between the easy version and hard version is the maximum number of queries allowed. In this version, it is 66. There is a secret array $$$a$$$ of length $$$2n+1$$$, whose elements are integers from $$$1$$$ to $$$n$$$. Each value appears exactly twice, except for one value, which appears exactly three times. Your goal is to find the three positions of the value that appears three",90
chunk::content_codeforces_2219_B1_01_STATEMENT::72,content::codeforces_2219_B1_01_STATEMENT,codeforces_2219_B1,CONTENT,STATEMENT,"appears exactly three times. Your goal is to find the three positions of the value that appears three times. To do this, you may ask the following query at most 66 times: Choose an integer $$$k$$$ and an array $$$s$$$ of $$$k$$$ distinct indices between $$$1$$$ and $$$2n+1$$$. You will receive the number of different values among $$$a_{s_1}, a_{s_2}, \ldots, a_{s_k}$$$ that appear exactly once, or, in other words, the count of values that are not repeated. For example, if the values $$$a_{s_1}, \ldots, a_{s_k}$$$ are $$$\{2, 1, 2, 3,",90
chunk::content_codeforces_2219_B1_01_STATEMENT::144,content::codeforces_2219_B1_01_STATEMENT,codeforces_2219_B1,CONTENT,STATEMENT,"values that are not repeated. For example, if the values $$$a_{s_1}, \ldots, a_{s_k}$$$ are $$$\{2, 1, 2, 3, 2, 3, 6, 7\}$$$, the answer to the query will be 3, as 1, 6, 7 are the only values that appear exactly once. 3 appears 2 times and 2 appears 3 times, which is more than once, so they are not counted.",61
chunk::content_codeforces_2219_C_01_STATEMENT::0,content::codeforces_2219_C_01_STATEMENT,codeforces_2219_C,CONTENT,STATEMENT,C. Coloring a Red Black Tree time limit per test 2 seconds memory limit per test 256 megabytes input standard input output standard output You are given a tree of $$$n$$$ nodes numbered from 1 to $$$n$$$ and a binary string $$$s$$$ of length $$$n$$$ where $$$s_i = 1$$$ means that the $$$i$$$-th node is colored red and $$$s_i = 0$$$ means that the $$$i$$$-th node is colored black. You are allowed to perform the following operation: Select a node $$$a$$$ ($$$1 \le a \le n$$$). A neighbor $$$b$$$ of,90
chunk::content_codeforces_2219_C_01_STATEMENT::72,content::codeforces_2219_C_01_STATEMENT,codeforces_2219_C,CONTENT,STATEMENT,"to perform the following operation: Select a node $$$a$$$ ($$$1 \le a \le n$$$). A neighbor $$$b$$$ of $$$a$$$ is selected uniformly at random. Recolor node $$$a$$$ with the color of $$$b$$$. Note that this changes the color of the vertex you selected, not the one that was uniformly chosen. You want to color all the nodes in the tree red by performing the operation any number of times (possibly zero). Please compute the minimum expected number of operations needed to do so if you perform them optimally. There will",90
chunk::content_codeforces_2219_C_01_STATEMENT::144,content::codeforces_2219_C_01_STATEMENT,codeforces_2219_C,CONTENT,STATEMENT,compute the minimum expected number of operations needed to do so if you perform them optimally. There will be at least one red node initially.,25
chunk::content_codeforces_2219_D_01_STATEMENT::0,content::codeforces_2219_D_01_STATEMENT,codeforces_2219_D,CONTENT,STATEMENT,"D. MEX Replacement on Tree time limit per test 3.5 seconds memory limit per test 256 megabytes input standard input output standard output You are given a tree rooted at $$$1$$$ with $$$n$$$ vertices and a permutation $$$p$$$ of length $$$n$$$ consisting of integers $$$0, 1, \ldots, n - 1$$$, where $$$p_v$$$ represents the weight of vertex $$$v$$$. Let $$$S_v$$$ denote the set of weights written on the vertices belonging to the path from $$$1$$$ to $$$v$$$. Define a function $$$f$$$ as $$$f(v) = \mathrm{MEX}(S_v)$$$, that is, the $$$\mathrm{MEX}$$$ over",90
chunk::content_codeforces_2219_D_01_STATEMENT::72,content::codeforces_2219_D_01_STATEMENT,codeforces_2219_D,CONTENT,STATEMENT,"path from $$$1$$$ to $$$v$$$. Define a function $$$f$$$ as $$$f(v) = \mathrm{MEX}(S_v)$$$, that is, the $$$\mathrm{MEX}$$$ over the set consisting of the weights of vertices on the simple path between the root and $$$v$$$ (inclusive), where $$$\operatorname{MEX}$$$ of a collection of integers $$$c_1, c_2, \ldots, c_k$$$ is defined as the smallest non-negative integer $$$x$$$ which does not occur in the collection $$$c$$$. Also, given the following operation: Choose an integer $$$v$$$ ($$$1 \leq v \leq n$$$) and assign $$$f(v)$$$ to $$$p_v$$$. Your goal is to find the maximum value",90
chunk::content_codeforces_2219_D_01_STATEMENT::144,content::codeforces_2219_D_01_STATEMENT,codeforces_2219_D,CONTENT,STATEMENT,($$$1 \leq v \leq n$$$) and assign $$$f(v)$$$ to $$$p_v$$$. Your goal is to find the maximum value of $$$\sum\limits_{v = 1}^n f(v)$$$ after performing the above operation no more than once (possibly zero).,34
chunk::content_codeforces_2219_E_01_STATEMENT::0,content::codeforces_2219_E_01_STATEMENT,codeforces_2219_E,CONTENT,STATEMENT,"E. Weird Chessboard time limit per test 5 seconds memory limit per test 256 megabytes input standard input output standard output Consider a chessboard (a grid) of size $$$n \times n$$$. You want to place as many chess pieces on this board as possible. These pieces behave in the following way: if we denote the top-left cell by $$$(1,1)$$$, then a piece placed in cell $$$(i,j)$$$ can attack every cell $$$(x,y)$$$ such that $$$x \ge i$$$ and $$$y \ge j$$$, except for $$$(i,j)$$$ itself. For example, on a $$$10 \times",90
chunk::content_codeforces_2219_E_01_STATEMENT::72,content::codeforces_2219_E_01_STATEMENT,codeforces_2219_E,CONTENT,STATEMENT,"that $$$x \ge i$$$ and $$$y \ge j$$$, except for $$$(i,j)$$$ itself. For example, on a $$$10 \times 10$$$ board, a piece placed at $$$(3,4)$$$ can attack the cells highlighted below: Given a chessboard with some pieces placed on it, we say that a cell is good if the number of pieces that attack that cell is even. Construct a configuration of pieces such that every cell is good, regardless of whether the cell itself contains a piece or not, and the board contains at least $$$\lfloor \frac{n^2}{10} \rfloor \cdot",90
chunk::content_codeforces_2219_E_01_STATEMENT::144,content::codeforces_2219_E_01_STATEMENT,codeforces_2219_E,CONTENT,STATEMENT,"the cell itself contains a piece or not, and the board contains at least $$$\lfloor \frac{n^2}{10} \rfloor \cdot 3$$$ pieces.",20
chunk::content_codeforces_2220_A_01_STATEMENT::0,content::codeforces_2220_A_01_STATEMENT,codeforces_2220_A,CONTENT,STATEMENT,"A. Blocked time limit per test 1 second memory limit per test 256 megabytes input standard input output standard output Given an array $$$a$$$ of integers of size $$$n$$$, we say that a position $$$1 \le i \le n$$$ is blocked if $$$a_i$$$ can be expressed as the sum of a subset of $$$a_1, a_2, \ldots, a_{i-1}$$$ (i.e. there exist $$$1 \le j_1 \lt j_2 \lt \ldots \lt j_k \le i-1$$$ such that $$$a_{j_1} + a_{j_2} + \ldots + a_{j_k} = a_i$$$). Reorder $$$a$$$ so that no position is blocked",90
chunk::content_codeforces_2220_A_01_STATEMENT::72,content::codeforces_2220_A_01_STATEMENT,codeforces_2220_A,CONTENT,STATEMENT,"that $$$a_{j_1} + a_{j_2} + \ldots + a_{j_k} = a_i$$$). Reorder $$$a$$$ so that no position is blocked or report that it is impossible. For example, reordering the array [$$$3, 2, 5$$$] to [$$$2, 3, 5$$$] makes position $$$3$$$ blocked, since we can express $$$5 = 2 + 3$$$, but if we reorder it to [$$$3, 5, 2$$$], no position is blocked.",62
chunk::content_codeforces_2220_B_01_STATEMENT::0,content::codeforces_2220_B_01_STATEMENT,codeforces_2220_B,CONTENT,STATEMENT,"B. OIE Excursion time limit per test 1 second memory limit per test 256 megabytes input standard input output standard output Hector is on an excursion with the Spanish Olympiad in Informatics, visiting A Coruña, but he is desperate to sneak away to meet his friends Gustavo, Esomer, and Dani. To do so, he must cross a path guarded by $$$n$$$ volunteers standing in a row, numbered from $$$1$$$ to $$$n$$$; the $$$i$$$-th volunteer watches over position $$$i$$$. Each volunteer has an internal timer. Initially (at second $$$0$$$), the $$$i$$$-th",90
chunk::content_codeforces_2220_B_01_STATEMENT::72,content::codeforces_2220_B_01_STATEMENT,codeforces_2220_B,CONTENT,STATEMENT,"$$$i$$$-th volunteer watches over position $$$i$$$. Each volunteer has an internal timer. Initially (at second $$$0$$$), the $$$i$$$-th volunteer's timer has a value $$$a_i$$$. Every second, all timers increase by $$$1$$$. Once a timer reaches $$$m$$$, it wraps around to $$$0$$$. Specifically, at second $$$x$$$, the $$$i$$$-th volunteer's timer shows the value $$$(a_i + x) \pmod m$$$. The $$$i$$$-th volunteer is only watching over position $$$i$$$ when their timer is exactly $$$0$$$. At any other time, they are distracted and will not notice Hector. Hector starts at position $$$0$$$, to",90
chunk::content_codeforces_2220_B_01_STATEMENT::144,content::codeforces_2220_B_01_STATEMENT,codeforces_2220_B,CONTENT,STATEMENT,"At any other time, they are distracted and will not notice Hector. Hector starts at position $$$0$$$, to the left of all volunteers. To escape, he must reach position $$$n+1$$$. In the end of each second, Hector can choose to stay in his current position, move one position to the left, or move one position to the right. Note that Hector can't go to the left of position $$$0$$$. Hector is caught if and only if, at the beginning of a second, he is at position $$$i$$$ ($$$1 \le i",90
chunk::content_codeforces_2220_B_01_STATEMENT::216,content::codeforces_2220_B_01_STATEMENT,codeforces_2220_B,CONTENT,STATEMENT,"if and only if, at the beginning of a second, he is at position $$$i$$$ ($$$1 \le i \le n$$$) and the $$$i$$$-th volunteer's timer is $$$0$$$. Determine whether there exists a strategy for Hector to pass all volunteers and escape without being caught.",44
chunk::content_codeforces_2219_A_02_INPUT::0,content::codeforces_2219_A_02_INPUT,codeforces_2219_A,CONTENT,INPUT,"Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 100$$$). The description of the test cases follows. The first line of each test case contains two integers $$$p$$$ and $$$q$$$ ($$$1 \le p, q \le 10^8$$$).",48
chunk::content_codeforces_2219_B1_02_INPUT::0,content::codeforces_2219_B1_02_INPUT,codeforces_2219_B1,CONTENT,INPUT,"Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 500$$$). The description of the test cases follows. The first line of each test case contains a single integer $$$n$$$ ($$$2 \le n \le 1000$$$). The array $$$a$$$ is fixed for the test case and does not change during the interaction. In other words, the interactor is not adaptive . It is guaranteed that the sum of $$$n$$$ over all test cases does not exceed $$$2 \cdot 10^4$$$.",89
chunk::content_codeforces_2219_C_02_INPUT::0,content::codeforces_2219_C_02_INPUT,codeforces_2219_C,CONTENT,INPUT,"Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 1000$$$). The description of the test cases follows. The first line of each test case contains an integer $$$n$$$ ($$$1 \le n \le 2 \cdot 10^5$$$). The second line contains a binary string $$$s$$$ of size $$$n$$$. The following $$$n-1$$$ lines each contain two integers, the $$$i$$$-th of them contains $$$u_i$$$ and $$$v_i$$$ ($$$1 \le u_i, v_i \le n$$$), which means that there is an edge between nodes $$$u_i$$$",90
chunk::content_codeforces_2219_C_02_INPUT::72,content::codeforces_2219_C_02_INPUT,codeforces_2219_C,CONTENT,INPUT,"and $$$v_i$$$ ($$$1 \le u_i, v_i \le n$$$), which means that there is an edge between nodes $$$u_i$$$ and $$$v_i$$$. It is guaranteed that the given graph is a tree, there is at least one red node, and the sum of $$$n$$$ over all test cases does not exceed $$$2 \cdot 10^5$$$.",52
chunk::content_codeforces_2219_D_02_INPUT::0,content::codeforces_2219_D_02_INPUT,codeforces_2219_D,CONTENT,INPUT,"Input Each test contains multiple test cases. The first line contains the number of test cases $$$t$$$ ($$$1 \le t \le 2 \cdot 10^4$$$). The description of the test cases follows. The first line of each test case contains a single integer $$$n$$$ ($$$1 \le n \le 2 \cdot 10^5$$$) — the number of vertices of the tree. The second line of each test case contains $$$n$$$ integers $$$p_1, p_2, \ldots, p_n$$$ ($$$0 \le p_i \le n - 1$$$) — the elements of array $$$p$$$. It is guaranteed that every",90
